Soil,Sample_Type,Treatment,Experimental_Run,Replicate,Phytohormone,Concentration_ng_g
S16,Root,Insect,2,3,OPDA,25.08333333
S16,Root,Insect,2,4,OPDA,18.15384615
S16,Root,Insect,2,5,OPDA,40.08163265
S16,Root,Insect,2,6,OPDA,55.51020408
S16,Root,Insect,2,7,OPDA,40
S16,Root,Insect,2,8,OPDA,NA
S7,Root,Control,2,1,OPDA,66.12244898
S7,Root,Control,2,2,OPDA,46.93877551
S7,Root,Control,2,3,OPDA,31.52941176
S7,Root,Control,2,4,OPDA,17.65384615
S7,Root,Control,2,5,OPDA,39.61538462
S7,Root,Control,2,6,OPDA,36.80769231
S7,Root,Insect,2,1,OPDA,26.69230769
S7,Root,Insect,2,2,OPDA,41.6
S7,Root,Insect,2,3,OPDA,21.32
S7,Root,Insect,2,4,OPDA,38
S7,Root,Insect,2,5,OPDA,26
S7,Root,Insect,2,6,OPDA,25.66666667
S7,Root,Insect,2,7,OPDA,34.36734694
S7,Root,Insect,2,8,OPDA,25.29411765
C10,Root,Control,3,10,OPDA,27.16
C10,Root,Control,3,2,OPDA,33.57692308
C10,Root,Control,3,3,OPDA,27.14285714
C10,Root,Control,3,4,OPDA,30.26923077
C10,Root,Control,3,5,OPDA,23.66666667
C10,Root,Control,3,6,OPDA,17.88235294
C10,Root,Insect,3,1,OPDA,29.75510204
C10,Root,Insect,3,2,OPDA,19.52941176
C10,Root,Insect,3,3,OPDA,30.08163265
C10,Root,Insect,3,5,OPDA,9.884615385
C10,Root,Insect,3,4,OPDA,26.42307692
C10,Root,Insect,3,6,OPDA,26.26923077
C10,Root,Insect,3,7,OPDA,23.46153846
C10,Root,Insect,3,8,OPDA,20.41666667
C112,Root,Control,3,1,OPDA,27.29411765
C112,Root,Control,3,2,OPDA,38.84615385
C112,Root,Control,3,3,OPDA,36.5
C112,Root,Control,3,4,OPDA,37.625
C112,Root,Control,3,5,OPDA,54
C112,Root,Control,3,6,OPDA,40.41666667
C112,Root,Insect,3,1,OPDA,29.26923077
C112,Root,Insect,3,2,OPDA,34.34615385
C112,Root,Insect,3,3,OPDA,40.53061224
C112,Root,Insect,3,4,OPDA,37.67346939
C112,Root,Insect,3,5,OPDA,34.43137255
C112,Root,Insect,3,6,OPDA,45.41666667
C112,Root,Insect,3,7,OPDA,49.58333333
S16,Root,Control,3,1,OPDA,46.53846154
S16,Root,Control,3,2,OPDA,56.32653061
S16,Root,Control,3,3,OPDA,48.84615385
S16,Root,Control,3,5,OPDA,36.66666667
S16,Root,Control,3,4,OPDA,71.66666667
S16,Root,Control,3,6,OPDA,45.83333333
S16,Root,Insect,3,1,OPDA,7.960784314
S16,Root,Insect,1,2,OPDA,12.58823529
S16,Root,Insect,1,3,OPDA,17.91836735
S16,Root,Insect,1,4,OPDA,5.115384615
S16,Root,Insect,1,5,OPDA,19.87755102
S16,Root,Insect,1,6,OPDA,5.833333333
S16,Root,Insect,1,7,OPDA,34.42307692
S16,Root,Insect,1,8,OPDA,37.26530612
S7,Root,Control,3,1,OPDA,31.10204082
S7,Root,Control,3,2,OPDA,24.65306122
S7,Root,Control,3,3,OPDA,28.39215686
S7,Root,Control,3,4,OPDA,31.17647059
S7,Root,Control,3,5,OPDA,22.14035088
S7,Root,Control,3,6,OPDA,22.26923077
S7,Root,Insect,3,1,OPDA,26.35294118
S7,Root,Insect,3,2,OPDA,69.16666667
S7,Root,Insect,3,3,OPDA,23.87755102
S7,Root,Insect,3,4,OPDA,21.125
S7,Root,Insect,3,5,OPDA,15.91836735
S7,Root,Insect,3,6,OPDA,26.88
S7,Root,Insect,3,7,OPDA,21.07692308
S7,Root,Insect,3,8,OPDA,20.72
C112,Root,Insect,2,8,OPDA,42.4
C10,Leaf,Control,2,8,OPDA,38
C10,Leaf,Control,2,9,OPDA,118.8461538
C10,Leaf,Control,2,10,OPDA,11.79591837
C10,Leaf,Insect,2,9,OPDA,179.6153846
C10,Leaf,Insect,2,10,OPDA,339.6
C10,Leaf,Insect,2,11,OPDA,200.754717
S16,Leaf,Control,3,8,OPDA,12.44
S16,Leaf,Control,3,9,OPDA,94.61538462
S16,Leaf,Control,3,10,OPDA,40.4
S16,Leaf,Insect,3,9,OPDA,194.6153846
S16,Leaf,Insect,3,10,OPDA,69.79591837
S16,Leaf,Insect,3,11,OPDA,20.43137255
C10,Leaf,Control,2,1,OPDA,45
C10,Leaf,Control,2,2,OPDA,13.81818182
C10,Leaf,Control,2,3,OPDA,79.23076923
C10,Leaf,Control,2,4,OPDA,10.95833333
C10,Leaf,Control,2,5,OPDA,18
C10,Leaf,Control,2,6,OPDA,22.24489796
C10,Leaf,Insect,2,1,OPDA,92.4
C10,Leaf,Insect,2,2,OPDA,80.81632653
C10,Leaf,Insect,2,3,OPDA,109.6153846
C10,Leaf,Insect,2,4,OPDA,101.6
C10,Leaf,Insect,2,5,OPDA,75.91836735
C10,Leaf,Insect,2,6,OPDA,106.122449
C10,Leaf,Insect,2,7,OPDA,49.79591837
C10,Leaf,Insect,2,8,OPDA,62.04081633
C112,Leaf,Control,2,1,OPDA,22.04
C112,Leaf,Control,2,2,OPDA,23.79591837
C112,Leaf,Control,2,3,OPDA,20.7755102
C112,Leaf,Control,2,4,OPDA,15.4
C112,Leaf,Control,2,5,OPDA,24.68
C112,Leaf,Control,2,6,OPDA,81.6
C112,Leaf,Insect,2,1,OPDA,157.6
C112,Leaf,Insect,2,2,OPDA,65
C112,Leaf,Insect,2,3,OPDA,47.6
C112,Leaf,Insect,2,4,OPDA,233.6
C112,Leaf,Insect,2,5,OPDA,46.92307692
C112,Leaf,Insect,2,6,OPDA,175.6
C112,Leaf,Insect,2,7,OPDA,68.4
S16,Leaf,Control,2,1,OPDA,19.80769231
S16,Leaf,Control,2,2,OPDA,20.08333333
S16,Leaf,Control,2,3,OPDA,24.375
S16,Leaf,Control,2,5,OPDA,52.54901961
S16,Leaf,Control,2,4,OPDA,52.94117647
S16,Leaf,Control,2,6,OPDA,65.38461538
S16,Leaf,Insect,2,1,OPDA,77.2
S16,Leaf,Insect,2,2,OPDA,46.66666667
S16,Leaf,Insect,2,3,OPDA,107.8431373
S16,Leaf,Insect,2,4,OPDA,34.36
S16,Leaf,Insect,2,5,OPDA,69.01960784
S16,Leaf,Insect,2,6,OPDA,167.0588235
S16,Leaf,Insect,2,7,OPDA,31.92307692
S16,Leaf,Insect,2,8,OPDA,NA
S7,Leaf,Control,2,1,OPDA,38.53061224
S7,Leaf,Control,2,2,OPDA,23.26923077
S7,Leaf,Control,2,3,OPDA,68.8
S7,Leaf,Control,2,4,OPDA,43.26530612
S7,Leaf,Control,2,5,OPDA,21.03846154
S7,Leaf,Control,2,6,OPDA,86.2745098
S7,Leaf,Insect,2,1,OPDA,30.84
S7,Leaf,Insect,2,2,OPDA,48.4
S7,Leaf,Insect,2,3,OPDA,114
S7,Leaf,Insect,2,4,OPDA,135.7692308
S7,Leaf,Insect,2,5,OPDA,51.42857143
S7,Leaf,Insect,2,6,OPDA,106.6666667
S7,Leaf,Insect,2,7,OPDA,43.84615385
S7,Leaf,Insect,2,8,OPDA,42.74509804
C10,Leaf,Control,3,10,OPDA,23.57692308
C10,Leaf,Control,3,2,OPDA,13.57692308
C10,Leaf,Control,3,3,OPDA,20.97959184
C10,Leaf,Control,3,4,OPDA,23.92307692
C10,Leaf,Control,3,5,OPDA,17.29166667
C10,Leaf,Control,3,6,OPDA,15.625
C10,Leaf,Insect,3,1,OPDA,221.6666667
C10,Leaf,Insect,3,2,OPDA,136.8627451
C10,Leaf,Insect,3,3,OPDA,326.122449
C10,Leaf,Insect,3,4,OPDA,211.25
C10,Leaf,Insect,3,5,OPDA,60
C10,Leaf,Insect,3,6,OPDA,101.9607843
C10,Leaf,Insect,3,7,OPDA,160
C10,Leaf,Insect,3,8,OPDA,122.0833333
C112,Leaf,Control,3,1,OPDA,32
C112,Leaf,Control,3,2,OPDA,144.4897959
C112,Leaf,Control,3,3,OPDA,32.66666667
C112,Leaf,Control,3,5,OPDA,21.21568627
C112,Leaf,Control,3,4,OPDA,62.85714286
C112,Leaf,Control,3,6,OPDA,25.16666667
C112,Leaf,Insect,3,1,OPDA,74.8
C112,Leaf,Insect,3,2,OPDA,53.06122449
C112,Leaf,Insect,3,3,OPDA,94.90196078
C112,Leaf,Insect,3,4,OPDA,57.08333333
C112,Leaf,Insect,3,5,OPDA,41.2
C112,Leaf,Insect,3,6,OPDA,84.48979592
C112,Leaf,Insect,3,7,OPDA,109.8039216
S16,Leaf,Control,3,1,OPDA,39.4
S16,Leaf,Control,3,2,OPDA,12.08
S16,Leaf,Control,3,3,OPDA,16.04081633
S16,Leaf,Control,3,4,OPDA,20.70833333
S16,Leaf,Control,3,5,OPDA,32.61538462
S16,Leaf,Control,3,6,OPDA,45
S16,Leaf,Insect,3,1,OPDA,39.61538462
S16,Leaf,Insect,3,2,OPDA,65.71428571
S16,Leaf,Insect,3,5,OPDA,57.64705882
S16,Leaf,Insect,3,4,OPDA,100.8333333
S16,Leaf,Insect,3,3,OPDA,60
S16,Leaf,Insect,3,6,OPDA,110.2040816
S16,Leaf,Insect,3,7,OPDA,703.8461538
S16,Leaf,Insect,3,8,OPDA,53.87755102
S7,Leaf,Control,3,1,OPDA,22.82352941
S7,Leaf,Control,3,2,OPDA,23.76470588
S7,Leaf,Control,3,3,OPDA,12.73469388
S7,Leaf,Control,3,4,OPDA,22.6
S7,Leaf,Control,3,5,OPDA,9.461538462
S7,Leaf,Control,3,6,OPDA,21.34693878
S7,Leaf,Insect,3,1,OPDA,264
S7,Leaf,Insect,3,3,OPDA,87.34693878
S7,Leaf,Insect,3,2,OPDA,43.46153846
S7,Leaf,Insect,3,4,OPDA,82
S7,Leaf,Insect,3,6,OPDA,82.69230769
S7,Leaf,Insect,3,5,OPDA,135.8333333
S7,Leaf,Insect,3,9,OPDA,194
S7,Leaf,Insect,3,8,OPDA,88.75
C112,Leaf,Insect,2,8,OPDA,250
